date,session,word,meaning,synonym_1,synonym_2,sentence_1,sentence_2
13-05-2021,2,internecine,(adj) destructive to both sides in a conflict,fierce,deadly,The US Civil War was an internecine conflict that lead to the death of 620000 soldiers,-
13-05-2021,2,minion,(n) a servile dependent follower or underling; one highly favored,-,-,The minister sent one of his minions to do something about it,-
13-05-2021,2,cerebration,(n) the working of brain; thinking,-,-,Fortunately my cerebration and my tongue are intact after the accident,-
13-05-2021,2,saturated,(v) cause (something) to become throughly soaked with water or othet liquid so that no more can be absorbed,drench,souse,The writers recollection of her childhood is saturated with sunshine and laughter,-
13-05-2021,2,mien,(n) a persons appearance or manner especially as an indication of their character or mood,countenance,appearance,He has the mien of an ancient warrior,-
13-05-2021,2,pallid,(adj) (of a persons face) pale typically because of poor health; lacking vigour,insipid,pale,The old man had a face with its wrinkled pallid complexion,-
13-05-2021,2,prognosis,(n) an opinion based on medical experience of a likely course of a medical condition; a forecast of the likely outcome of the situation,projection,forecasr,The doctors say his prognosis is good,The President had a hopeful prognosis about the companys future
13-05-2021,2,jeopardise,(v) put (someone or something) into a situation in which there is a danger of loss harm or failure,threaten,endanger,A devaluation of the dollar would jeopardize New Yorks position as a financial cenre,-
13-05-2021,2,preamble,(n) a preliminary or preparatory statement,an introduction,-,The preamble of Indian Constitution starts with We the people of India,-
13-05-2021,2,status quo,(n) existing state of affairs particularly with regard to social or political issues,-,-,Certain people always want to maintain the status quo,-
13-05-2021,2,proscribe,(v) forbid (especially by law); denounce,prohibit,condemn,The expert in English believes that since the tendency to use hyperbole is natural and often enriches the language it should not be proscribed,-
13-05-2021,2,carte-blanche,(n) complete freedom to act as one wishes,-,-,I accept his view that it was a plan which gave carte blanche to use whatever force was necessary,-
13-05-2021,2,saturnine,(adj) gloomy,sombre,melancholy,When the long list of casualties were announced the mood in the room was saturnine,-
13-05-2021,2,yoke,(n) wooden crosspiece that is fastened over the necks of two animals and attached to the plough or cart that they are to pull,harness,collar,Attach the bulls to the yoke to plough the field,-
13-05-2021,2,pedantic,(adj) excessively concerned with  minor details or rules,overscrupulous,perfectionist,His analysis is careful and even painstaking but never pedantic,-
13-05-2021,2,rejig,(v)  organize (something) differently,rearrange,-,The organizers tried their best to rejig schedules to fit the new guest,-
13-05-2021,2,extrapolation,(n) act of estimation by projecting known information,-,-,The economists extrapolation shows that economy will decline by 4% the next year,-
13-05-2021,2,faltering,(adj) losing strength or momentum,-,-,No efforts can now save his faltering career,-
14-05-2021,1,viscous,(adj) having thick sticky and syrupy consistency,gluey,gummy,The honey was so viscous we had trouble pouring it,-
14-05-2021,1,semblance,(n) outward appearance or apparent form of something especially when reality is different,guise,-,Her face wore its usual semblance of a smile,-
14-05-2021,1,levee,(n) an embankment built to prevent the overflow of a river,-,-,An extensive system of levees is the only way to prevent the river to flood the cities in Assam,-
14-05-2021,1,purported,(adj) appearing or stated to be true though not necessarily so,alleged,-,The purported marriage was void and hence was nullified,-
14-05-2021,1,tumid,(adj) (especially of a body part) swollen; (especially of language or literary style) pompous or bombastic,distended,turgid,Sitting all day will give you a tuimd belly,The prose discussing lofty subjects sometimes becomes tumid
14-05-2021,1,obfuscate,(v) make unclear or unintelligible,obscure,bewilder,The spelling changes of familiar words obfuscate their etymological origins,-
14-05-2021,1,obviate,(v) to make unnecessary; to anticipate and prevent,preclude,-,Experienced doctors often obviate the need of expensive medical tests,-
14-05-2021,1,interoperable,(adj) (of computer systems or software) acle to exchange and make use of information,-,-,The unknown data types made it difficult for us to use the data over multiple systems and nullified its claim to be interoperable,-
14-05-2021,1,jibe,(v) making insulting or mockering remarks; be in accord or agree,jeer,-,The media is jibing over the Indian Cricket Teams performance in the recent match,The auditor checked the account books to make sure they jibe with the tax return
14-05-2021,1,dire,(adj) extremely serious or urgent,dreadful,appalling,Misuse of medical drugs can have dire consequences,-
14-05-2021,1,interpolate,(v) to insert (something or different nature) into something else; interject (a remark) in a conversation,interpose,-,The ancient Hindu litterature has been interpolated by various other scholars thereby distorting their meanings,Never interpolate when your boss is speaking
14-05-2021,1,nuance,(n) a subtle distinction or variation,-,-,Every little insight every nuance can help us catch the culprit,-
14-05-2021,1,stricture,(n) restriction on a person or activity; negative criticism,constraint,condemnation,Lawyers are expected to abide by the ethical strictures in their practice of law,The country faces international stricture for its involvement in the assassination
14-05-2021,1,unpropitious,(adj) (of a circumstance) not indicating a good chance of success,unfavourable,-,The bank defaulted his loan request at a financially unpropitious time,-
14-05-2021,1,jocose,(adj) playful or humerous,jocular,-,The character of Chandelar is well known for his jocose disposition always makes everyone around him laugh,-
14-05-2021,1,valiant,(adj) possessing or showing courage or determination,brave,valorous,She made a valiant effort to save the kid from fire,-
14-05-2021,1,militate,(v) be a powerful factor in preventing ,hinder,resist,The fundamental differences in working methodology will militate against the two scientists working together,-
14-05-2021,1,virulence,(n) the severity or harmfulness of a disease or poison; bitter hostility,-,-,The mortality rate depends on the virulence of the virus,Palestine was definitely pained by the virulence of attacks from Israel
14-05-2021,1,strident,(adj) (of a sound) loud and harsh; presenting a point of view especially controversial in an excessively forceful way,raucous,grating,Call for PMs resignation became more strident after it was discovered that he had strong connections to organized crime,-
14-05-2021,1,bevy,(n) a large group of people or things of a particular kind,troop,company,A bevy of famous comedians will keep the audience entertained,-
14-05-2021,2,filibuster,(n) use of obstructive tactics in a legislature to block passage of law,-,-,The Senator threatened that his filibuster would include a full reading of his eight volume autobiography,-
14-05-2021,2,ex post facto,(adj) having retrospective effort or force (done or made after the fact),-,-,No ex post facto law would be passed by the cabinet,-
14-05-2021,2,levity,(n) light manner or attitude (especially towards serious matters),-,-,The comedian has a gift for finding an element of levity in the serious of subjects,-
14-05-2021,2,remission,(n) cancellation of debt charge or penalty; a temporary diminution of severity of pain,revocation,abeyance,The scheme allows for the partial remission of tution fees,Ten patients remained in remission after the surgery
14-05-2021,2,precarious,(adj)  dangerously likely to fall; uncertain,unpredictable,unreliable,Do not climb the precarious ladder,The PMs precarious hold on power ended when she lost the vote of confidence 
14-05-2021,2,turbid,(adj) (of a liquid) cloudy opaque or thick with suspended matter; in a state of confusion,murky,baffled,A whitish turbidity can be seen in the test tube,The poem captures the restless and turbid state of the soldiers mind before the battle was about to begin
14-05-2021,2,insidious,(adj) proceeding in a gradual subtle way but with very harmful effects,stealthy,surreptitious,Sexual Harassment is a serious ad insidious problem,-
14-05-2021,2,strut,(v) walk with a stiff erect and apparently arrogant and conceited gait,swagger,swank,Peacocks strut through the grounds in the search of a mate,-
14-05-2021,2,marshal,(v) assemble and arrange (a group or people especially troops) in order,gather,muster,The commander marshalled his troops,-
14-05-2021,2,precept,(n) a general rule intended to regulate behaviour; a writ or a warrant,principle,canon,The court follows the legal precept of being innocent until proven guilty,The commissioner issued precepts requiring the companies to provide information
14-05-2021,2,lacklusture,(adj) lack in vitality force or conviction; not shining,uninspiring/ uninspired,dull,No excuses were made for the teams lacklusture performance,The conditioner will revitalize your lacklusture hair
14-05-2021,2,stultify,(v) to impair or reduce to uselessness,hamper,impede,The professor of education believes the overreliance on role learning stultifies students creativity,-
14-05-2021,2,quintessential,(adj) representing the most perfect or typical example of a quality or class,typical,classic,Dara Singh was the quintessential tough guy - strong silent and self contained,-
14-05-2021,2,panegyric,(n) a public speech or published text in praise of someone or something,paean,accolade,Many panegyrics were written for Abraham Lincoln in the years after his death,-
14-05-2021,2,grotesque,(adj) comically or repulsively ugly or distorted,malformed,distorted,The man was wearing a grotesque mask,-
14-05-2021,2,talisman,(n) charm to bring good luck and avert misfortune,amulet ,totem,The soldiers mother gave him a talisman to protect him from harm during battle,-
14-05-2021,2,chide,(v) scold,rebuke,chastise,She chided him for not replying to his letters,-
14-05-2021,2,juggernaut,(n) huge powerful and overwhelming force,-,-,Some people in Britain regard American English as a juggernaut destroying the authenticity of British English,-
14-05-2021,2,epoch,(n) an event or a time marked by an event that begins a new period or development,-,-,The World War era was an epoch in 20th century history,-
14-05-2021,2,minatory,(adj) expressing or conveying a threat,menacing,intimidating,Intelligence information suggests minatory troop concentration around the border,-
15-05-2021,1,sinuous,having many curves and turns; thin agile and flexible,winding,supple,The students are facing a difficulty in following the Philosophers sinuous line of reasoning,You have a sinuous grace of a cat
15-05-2021,1,cursory,(adj) hasty and therefore not thorough and detailed,perfunctory,desultry,The Supervisor had a cursory glance at the report,-
15-05-2021,1,hermetic,(adj) (of a seal or closure) complete and airtight; relating to ancient traditions of alchemy astrology and theosophy,watertight,-,This hermetic seal will ensure no water leakage,Scholars have traced many of hermetic traditions of Greece to Egypt
15-05-2021,1,impertinent,(adj) not showing proper respect; irrelevant,rude,inapposite,Questioning the honesty of a soldier was an impertinent act,Choice of material is impertinent to the process
15-05-2021,1,tangential,(adj) touching lightely; diversion from main point,peripheral,digression,If we focus too much on tangential issues we will lose sight of the goal,Their romance is tangential to the books main plot
15-05-2021,1,bemused,(adj) confused,puzzled,bewilder,Lucy looked a little bemused to see her dad,-
15-05-2021,1,stupefy,(v) make (someone) unable to feel or think properly; shock,stun,astonish,After three glasses of wine Linda was stupefied,The amount she spent on clothes will stupefy her parents
15-05-2021,1,wary,(adj) feeling or showing caution about possible dangers or problems,circumspect,chary,Dogs which have been mistreated often remain very wary of strangers,-
15-05-2021,1,dogmatic,(adj) stating principles without proof,peremptory,insistent,Since every case is different jurists must not be dogmatic on applying precedents to make their decision,-
15-05-2021,1,subliminal,(adj) (of a stimulus or mental process) below the threshold of sensation or conciousness; perceived by or affecting someones mind without their being aware of it,subconsciousness,concealed,The studio denied the existence od subliminal messages in the movie,-
15-05-2021,1,finesse,(v) bring about or deal with (something) by using great delicacy and skill,expertise,flair,Engineers decided that the problem could be finessed by using lighter materials,-
15-05-2021,1,mordant,(adj) (especially of humour) having or showing a sharp or critical quality; biting ,caustic,trenchant,Chandler has a mordant sense of humour,-
15-05-2021,1,minuscule,(adj) extremely small,Lilliputian,tiny,A minuscule DNA fragment can reveal your identity,-
15-05-2021,1,astigmatism,(n) defect in eye resulting in distorded images,-,-,The patient is suffering from astigmatism,-
15-05-2021,1,heterodox,(adj) unorthodox,heretical,dissenting,The Da Vinci Code by Dan Brown represents a heterodox view about the divinity of Jesus,-
15-05-2021,1,purblind,(adj) having defective vision; slow or unable to understand,-,-,The old purblinnd man used to walk with a cane,Rigid orthodoxy is maintained by purblind imitation
15-05-2021,1,sartorial,(adj) relating to tailoring clothes or style of dress,-,-,Off screen the glamorous actress sartorial style runs more towards Jeans and T shirts than to elaborate gowns,-
15-05-2021,1,bigoted,(adj) obstinately or unreasonably attached to a belief opinion or faction (especially prejudiced against people on basis of their membership to a particular group),prejudiced,biased,The police is trying to control the violent minority of ill informed and bigoted individuals,-
15-05-2021,1,acquit,(v) free (someone) from a criminal charge by a verdict of not guilty; conduct oneself or perform in a specific way,exonerate,behave,Sanjay Dutt could not be acquitted from the Arms Act,The goalkeeper acquitted himself well
15-05-2021,1,travail,(n) painful and laborious efforts,ordeal,hardship,Americas early pioneers endured great travail but eventually settled much of the continent,-
15-05-2021,2,provident,(adj) making timely preparation for the future,prudent,shrewd,The story of prodigal grasshopper and provident ant is very popular,-
15-05-2021,2,dismay,(v) cause (someone) to feel concern and distress,appal,disconcert,The new recruits were dismayed by the revised tax policy,-
15-05-2021,2,occlude,(v) stop; close,block,obstruct,Too thick layer of make up can occlude your skin pores,-
15-05-2021,2,supercilious,(adj) behaving or looking as though one thinks one is superior to others,arrogant,haughty,The supercilious lady next door does not even smile when we pass the street,-
15-05-2021,2,satyr,(n) In Greek Mythology one of the drunken woodland Gods represented as a half man and half beast,-,-,One of the best known satyr is Pan god of woods,-
15-05-2021,2,surreptitiously,(adv) in a way that attempts to avoid notice or attention,secretively,-,Ajit Dowal surreptitiously slipped from Pakistan,-
15-05-2021,2,minutia,(n) small precise or trivial details of something,subtleties,trivia,Do not give too much attention to minutia of everyday life,-
15-05-2021,2,overarching,(adj) most important because of including or affecting all other areas,all-embracing,-,All the suggestions are in line with the fields overarching goal of public welfare,-
15-05-2021,2,fissure,(n) a narrow opening or crack of considerable length and depth usually occuring from some breaking or parting,crevice,cleft,Geologists measure width of fissure regularly to monitor movement of Earths tectonic plates,-
15-05-2021,2,stark,(adj) severe or bare in appearance; complete or sheer,sharp,utter,The blood was a slash of stark red against a white marble floor,He came running back in start terror
15-05-2021,2,occult,(adj) relating to practices connected with supernatural powers,-,-,The movie Annihilation explores the boundary between natural and occult phenomena,-
15-05-2021,2,bereft,(adj) deprived of or lacking (something); (of a person) sad and lonely especially through someones death or departure,-,-,His room was bereft of colours,His death left his wife bereft
15-05-2021,2,precipitate,(v/ adj) cause (an event or situation typically undesirable) to happen suddenly unexpectedly or prematurely; done made or action suddenly or without careful consideration,instigate,hasty,The Assassination of Archduke of Austria precipitated into WW1,The cabinet advised the PM not to take precipitate action
15-05-2021,2,screed,(n) a long speech or piece of writing typically one regarded as tedious; a levelled layer of material (eg cement) applied to a surface,-,-,The criticism appeared in the form of screeds in a local magazine,The screed floor is more durable than the regular floor
15-05-2021,2,tutelary,(adj) serving as a guardian or protector,patron,-,People of ancient Rome believed in the existence of tutelary spirits,-
15-05-2021,2,rebut,(v) claim or prove that (evidence or an accusation) is false,refute ,invalidate,He appeared on TV to rebut the charges against him,-
15-05-2021,2,tautology,(n) unnecessary repitition; a statement that is always true(logical expression),redundancy,-,Unless the phrase --repeat again-- is being used to refer to something that has occurred more than twice is a tautology,No need to assemble a complex circuit the expression is a mere tautology
15-05-2021,2,reconciliation,(n) restoration of friendly relation (between people or ideas),reuniting,conciliation,It took hours of negotiations to bring about a reconciliation between the two sides,-
15-05-2021,2,uncanny,(adj) strange or mysterious especially in an unsettling way,eerie,preturnatural,She had an uncanny feeling that someone is watching her,-
15-05-2021,2,exuberant,(adj) full of energy and excitement,ebullient,jaunty,Hrithik Roshan is an exuberant dancer,-
16-05-2021,1,flag,(v) become tired or less enthusiastic,to weaken,to droop,Noticing that the students attention was flagging teacher gave them a short break,-
16-05-2021,1,naysayer,(n) a person who criticizes objects or opposes something,-,-,He ignored the naysayer and perserved in order to achieve his goal,-
16-05-2021,1,misanthrope,(n) a person who dislikes humankind and avoids human society,cynic,churl,Hitler was not the mean-spirited misanthrope most of us believe him to be,-
16-05-2021,1,rampant,(adj) (especially of something unwelcome) flourishing or spreading unchecked,unrestrained,unbridled,The rampant COVID virus was killing masses in India,-
16-05-2021,1,taxonomy,(n) branch of science that deals with classification especially of organisms,-,-,The taxonomy of these recently discovered fossils was an arduous task,-
16-05-2021,1,exude,(v) (with reference to moisture or smell) discharge slowly and steadily; (of a person) display (an emotion or quality) strongly and openly,discharge,radiate,The beetle exudes a caustic liquid,In an interview always exude enthusiasm about the opportunity
16-05-2021,1,Stygian,(adj) dark and gloomy,hellish,sooty,She lowered her head into the Stygian darkness of the basement,-
16-05-2021,1,assent,(n) the expression of approval or agreement,acceptance,-,A loud manner of assent could be heard in the house,-
16-05-2021,1,undulating,(adj) having a smoothly rising and falling pattern,waivy pattern,-,The undulating terrain of the area has made the construction of roads difficult,-
16-05-2021,1,subsistence,(n) the action or fact of maintaining or supporting onedelf especially at a minimum level,upkeep,livlihood,During the lockdown people were given minimum income needed for their subsistence,-
16-05-2021,1,vitiate,(v) spoil or impair the quality or efficiency of,-,-,Unfortunately one error in studys methodology vitiates the entire body of work,-
16-05-2021,1,trenchant,(adj) vigorous or incisive in expression or style; having sharp edge,piercing,-,The opposition party makes trenchant criticism of the new policies,-
16-05-2021,1,disinterested,(adj) not influenced by considerations of personal knowledge,neutral,impartial,The reporter was looking for disinterested witnesses to get an objective view of what had happened,-
16-05-2021,1,perpetrate,(v) carry out or commit (a harmful illegal or immoral action),execute,bring-about,A crime has been perpetrated against the State,-
16-05-2021,1,fledgling,(n) a person or organization that is immature inexperienced or underdeveloped,beginner,novice,The Captain said that some of the teams fledglings would play in Saturdays Game,-
16-05-2021,1,herald,(n) a person or thing viewed as a sign that something is about to happen,harbinger,indication,They considered the first primroses as the herald of Spring,-
16-05-2021,1,puissant,(adj) having great power or influence,-,-,The article analyzes the similarities and differences between Roman and British empire when each was at its puissant,-
16-05-2021,1,opus,(n) an artistic work especially one on a large scale,composition,oeuvre,He was writing an opus on Mughal Empire,-
16-05-2021,1,subpoena,(n) a writ ordering someone to appear in court,-,-,The judge issued a subpoena for the man but the prosecutor had little hope that he would appear,-
16-05-2021,1,courtesan,(n) a prostitute especially one with wealthy or upper-class clients,concubine,mistress,He diverted all his remaining funds into frequenting courtesans,-
16-05-2021,2,unfeigned,(adj) genuine,sincere,authentic,The child smiled in unfeigned delight when she opened the Christmas Gift,-
16-05-2021,2,virtue,(n) behaviour showing high moral standards,morality,righteousness,Glory is the shadow of virtue,-
16-05-2021,2,pre-empt,(v) take action in order to prevent (an anticipated event) happening; acquire (something) in advance,forestall,occupy,The movie was pre-empted for PMs emergency address to nation,Many slots were already pre-empted for the COVID Vaccine
16-05-2021,2,littoral,(adj) relating to or situated on the shore of sea or lake,coastal,shoreline,The littoral state of Arabian Sea were affected by the cyclone,-
16-05-2021,2,disjointed,(adj) lacking a coherent sequence or connection,disunited,discontinuous,The technique of telling a story through disjointed narrative is better to be left to the expert authors,-
16-05-2021,2,putative,(adj) generally considered or reputed to be; commonly accepted,recognized ,assumed,The putative leader of the organization was arrested yesterday in Hyderabad,-
16-05-2021,2,subside,(v) become less intense violent or severe,abate,moderate,Army personnel told the civilians to wait for the violence to subside before re-entering the town,-
16-05-2021,2,levy,(v) impose (a tax fee or fine); enlist (someone) for military service,exact,conscript,A higher tax percentage is levied on cars in Singapore,He sought to levy college students for service
16-05-2021,2,punctilious,(adj) showing great attention to detail or correct behaviour,meticulous,diligent,The PM reminded his staff that they much be punctilious in following protocol during the visit of Americal President,-
16-05-2021,2,ken,(n) ones range of knowledge or understanding,perception,awareness,The knowledge of colours is beyond my ken,-
16-05-2021,2,savor,(v) taste (good food or drink) and enjoy it to the full; have distict flavour or smell,relish,smack,The coach gave the team a day off to savor their victory,The subtle savor of wood smoke
16-05-2021,2,embroil,(v) involve (someone) deeply in an argument conflict or difficult situation,entangle,ensnare,India became embroiled in WW-2 because of Britain,-
16-05-2021,2,vituperate,(v) blame or insult (someone) in strong or violent language,revile,upbraid,The critics vituperative comments aroused the wrath of every serious composer,-
16-05-2021,2,personage,(n) a person (used to express importance or elevated status); VIP,luminary,celebrity,Every Bharat Ratna winner is a national personage,-
16-05-2021,2,junta,(n) a military or political group that rules a country after taking power by force,-,-,Armed with the newest weapons the junta face little to no resistance as it drove out the government,-
16-05-2021,2,obscurity,(n) state of being unknown or unimportant; quality of being difficult to understand,insignificance,mysterious,Shreesanth was too good a player to slide into obscurity,The obscurity in the German enigma was commendable
16-05-2021,2,untenable,(adj) (especially of a position or view) not able to be defended against attack or objection,indefensible,unarguable,Skeptics are inclined to regard arguments for Gods existence as meaningless since they rely on untenable position that assumes the conclusion of argument,-
16-05-2021,2,cede,(v) give up (power or territory),surrender,relinquish,In 1874 the islands were ceded to Britain,-
16-05-2021,2,skeptic/ sceptic,(n) a person inclined to question or doubt accepted opinions,cynic,pessimist,The VP was skeptic in making Tunisia as a national partner,-
16-05-2021,2,sui-generis,(adj) unique,distinctive,-,The working style of Elon Musk is sui-generis and can change the automation industry,-
16-05-2021,2,terrestrial,(adj) relating to the earth,-,-,Newton investigated terrestrial and celestial motion,-
16-05-2021,2,comorbidity,(n) simultaneous presence of two or more diseases in a patient,-,-,Patients with renal and cardiovascular comorbidities will be treated first,-
16-05-2021,2,miscellany,(n) group or collection of different items,assortment,melange,The book is a fascinating miscellany collected from authors life work,-
16-05-2021,2,ensconce,(v) establish or settle (someone) in a comfortable safe space,settle ,plant,The kid is nicely ensconced in a foster home,-
16-05-2021,2,untoward,(adj) unexpected and inappropriate or inconvinient,unfavourable,adverse,Police was called to investigate whether something untoward has happened to the missing man,-
16-05-2021,2,ethereal,(adj) extremely delicate and light in a way that seems not to be of this world,exquisite,delicate,Noor Jahan is believed to have an etheral glow about her,-
16-05-2021,2,liberal,(adj) willing to respect ar accept behaviour or opinion different from ones own,tolerant,broad-minded,Bankruptcy laws must not be too liberal or the entrepreneurs will take unreasonable risk and waste capital,-
16-05-2021,2,anechoic,(adj) free from echo,-,-,This anechoic chamber is a good place to have a seminar,-
16-05-2021,2,hieroglyphics,(n) a system of writing where pictorial symbols represent words or sounds; writing or symbols that are difficult to decipher,ciphers,scribble,The deciphering of hieroglyphics on Rosetta Stone in 1822 was a great step forward in understanding hieroglyphics,-
16-05-2021,2,transcendence,(n) experience that goes past normal limits; act of rising above something to a superior state,superiority,supremacy,By the end of his terrible journey he embraces the whole Divine Circle of creation affirming transcendence rather than mortality,-
